customer_id,cluster
3042,1
3043,4
3044,4
3045,0
3046,3
3048,2
3049,0
3050,6
3051,7
3052,4
3053,6
3054,4
3055,1
3056,5
3057,5
3058,7
3059,1
3060,4
3061,4
3062,0
3063,7
3064,3
3065,2
3066,7
3067,2
3068,0
3069,6
3070,3
3071,2
3072,7
3073,6
3074,6
3075,7
3076,4
3079,3
3080,3
3081,5
3082,5
3083,3
3084,1
3085,6
3086,5
3087,0
3088,1
3089,6
3090,1
3091,5
3092,3
3093,3
3094,1
3095,5
3096,2
3097,6
3098,0
3099,4
3100,3
3101,3
3105,4
3106,0
3107,5
3110,4
3112,6
3113,5
3114,6
3115,0
3116,2
3117,2
3118,7
3119,7
3120,3
3121,4
3122,3
3123,6
3124,4
3125,7
3126,1
3128,0
3129,5
3130,1
3131,0
3132,2
3133,1
3135,6
3136,4
3138,0
3139,4
3140,3
3142,7
3143,1
3146,3
3147,4
3149,2
3150,3
3151,5
3154,1
3155,6
3156,2
3157,4
3158,7
3159,3
3160,1
3161,6
3162,3
3163,0
3164,7
3165,7
3167,7
3168,0
3169,5
3170,0
3171,2
3172,5
3173,1
3175,1
3176,3
3177,6
3178,7
3179,2
3180,5
3183,6
3184,5
3185,2
3186,1
3187,6
3188,1
3189,6
3190,6
3191,3
3192,6
3193,1
3194,2
3196,4
3197,3
3198,3
3199,5
3200,1
3201,5
3202,2
3204,3
3205,1
3206,0
3207,6
3209,1
3211,6
3213,0
3214,5
3215,1
3216,6
3217,7
3219,7
3220,2
3221,7
3223,2
3224,5
3225,3
3226,1
3227,3
3230,6
3231,4
3232,7
3234,2
3235,2
3236,4
3237,0
3238,7
3239,0
3240,6
3241,6
3242,2
3243,1
3244,5
3245,0
3246,3
3247,6
3248,2
3249,3
3250,0
3251,5
3252,1
3253,7
3255,0
3256,3
3258,6
3259,3
3260,1
3262,6
3263,6
3264,1
3265,5
3266,6
3267,4
3269,6
3270,3
3271,0
3272,6
3273,0
3274,4
3275,2
3276,2
3278,0
3279,2
3280,4
3282,6
3283,7
3285,4
3286,6
3287,6
3288,3
3289,3
3291,3
3293,5
3294,3
3295,1
3296,1
3297,5
3298,3
3299,4
3300,6
3301,0
3303,1
3304,5
3306,7
3307,1
3309,0
3310,7
3311,3
3312,3
3314,6
3315,3
3316,1
3317,6
3319,0
3320,3
3321,7
3322,0
3323,4
3324,5
3325,6
3326,7
3327,7
3328,1
3329,5
3330,2
3332,5
3333,4
3334,4
3335,6
3336,2
3337,7
3338,5
3339,3
3340,4
3341,7
3342,2
3343,6
3344,4
3345,3
3346,5
3347,3
3348,3
3349,6
3350,1
3352,5
3353,4
3354,3
3356,3
3357,6
3358,6
3359,0
3360,4
3361,6
3362,2
3363,1
3364,3
3365,3
3366,1
3367,1
3369,1
3370,2
3371,0
3372,1
3374,5
3376,3
3377,1
3378,1
3379,4
3381,6
3382,7
3383,0
3384,5
3387,5
3388,4
3389,4
3390,3
3391,1
3392,0
3393,1
3395,4
3396,5
3397,3
3398,0
3399,5
3400,5
3401,2
3402,0
3403,6
3404,3
3405,7
3406,3
3407,6
3408,0
3410,3
3411,0
3412,5
3413,3
3414,0
3415,6
3416,5
3418,4
3419,4
3421,5
3422,4
3423,4
3425,7
3426,1
3427,0
3428,7
3430,6
3431,1
3432,4
3433,1
3434,6
3435,7
3437,2
3438,5
3440,4
3441,1
3442,5
3443,0
3444,1
3445,1
3446,4
3447,6
3448,2
3449,1
3451,2
3452,0
3453,6
3454,4
3455,0
3456,7
3458,7
3459,3
3460,0
3461,4
3463,5
3464,4
3465,6
3466,1
3467,6
3468,5
3469,6
3470,1
3471,6
3472,5
3473,1
3474,3
3475,1
3476,6
3477,6
3478,5
3479,3
3481,3
3482,6
3483,3
3484,3
3485,2
3486,6
3488,0
3489,2
3490,1
3491,6
3492,5
3493,3
3494,6
3495,5
3496,2
3497,6
3498,6
3501,7
3502,1
3504,5
3505,3
3507,3
3508,6
3509,1
3511,1
3513,2
3514,6
3515,1
3516,0
3517,6
3518,5
3519,6
3520,0
3521,3
3522,1
3523,7
3524,5
3525,7
3526,1
3527,7
3528,5
3529,0
3530,3
3532,4
3533,1
3534,4
3535,6
3536,2
3537,7
3538,6
3539,0
3540,7
3541,6
3542,6
3543,0
3544,0
3546,6
3547,0
3548,4
3550,0
3551,6
